text,label
"قیافه که نداریم پولم که دیگ حرفشو نزن،موندم چرا اصن دارم به زیستِ خفت‌بارم ادامه میدم؟تازه شادم هستم.",pos
در ذهنم آرام و بي صدا حلزوني در حال خوردن برگ هاي سبز افكارم است. #کابوس,neg
بله چشم,med
"""نوشته """"برقع به لحاظ فلسفی قابل دفاع نیست"""". حالا منم قبول ندارم برقعو و با ترویجشم مخالفم و به دین بستنشم خلاف میدونم ولی... یعنی چی یه چیزی به لحاظ فلسفی قابل دفاع نیست؟ مثلا جوراب به لحاظ فلسفی قابل دفاعه؟ فلسفه مگه یه موجود مشخصه یا یه سری قواعد خاصه که بگیم فلانی باهاش مخالفه؟""",neg
من چی بگم! ۷ سال پارس جنوبی! #hate_france #توتال_چای #شیتیل_نفتی #خیانت #بی_کفایت,neg
خيلي تعطيلن اينا خيلي!!!! واسه اين حجم از بيشعوري و كثافت تنها چيزي كه به ذهنم ميرسه اينه كه از بچگي با خودشون اين رفتارا شده كه انقد عادي و راحت با قضيه برخورد ميكنن و تازه از مجرم هم انقدر غير منصفانه پشتيباني ميكنند!!!,neg
#عراق بزودي به بركت سوراخ دعا #سياست_ارزي اشتباه ما در معافيت برگشت #ارز_حاصل_صادرات ؛بزرگترين صادر كننده مجدد #محصولات_پتروشيمي ايران ميشود . به اسم #كوله_بران و #صادركنندگان_واقعي به كام,neg
"داستانشون اینجوریه باید روزی ده تا ون دختر پر کنن بفرستن #وزرا ، تارگتشونه ... واسه همین انقد وحشی ان و اونجوری میپرن و پاچه میگیرین پولی که میبرن ، میخورن، میگردن ، تفریح میکنن باهاش ، میچسبه بهشون؟؟ #گشت_ارشاد #میدان_انقلاب",neg
#بی_ناموس #خفه_شو,neg
به سلامتی سگ سیاه افسردگی ام که باردار بود زایمان کرد. الان شیش تا توله سگ سیاه افسردگی دارن از سینه مادرشون جلوم شیر میخورن. #افسردگی,neg
"تمدنها را انسانهایی میسازند که از آنچه دارند خشنود نیستند و درپی تعالی هستند تمدن ها گفتگو نمی کنند،تعامل دارند",med
@alone.girl_74 ایران ندارد شاهی آقا فقط سید علی ✌✌✌✌,pos
شاید نباید این‌جوری جوابشو می‌دادم,neg
"هر کس فکر میکنه تظاهرات حق خواهانه مردم دلسوخته خوزستان تجزیه طلبی است این ویدئو ها را ببیند ،دوباره سناریوهای اطلاعات سپاه برای سرکوب #اهواز_تنها_نیست https:// twitter.com/jumpAvocado/st atus/982261209444507651 …",neg
"گرامی با تعرفه واردات موافقم (آمریکا، کانادا و بقیه کشورها) منتها تورم ایجاد میکنه که شایدم اصلا مورد پسند دولت‌ها باشه چون هر کار دیگه‌ای که کردن باز تورم‌ بالا نرفته",neg
دارم فینال کبدی ایران و کره جنوبی رو می بینم و کیف میکنم به غیرت بر و بچ ایرانی..... #زنده_باد,pos
باهات موافقم . منظورت رو کاملا میفهمم,pos
این۵۰۴۰ با اینهمه محصولات کسشعر و تقلبی پشتش به کجا گرمه؟ بعد هنرپیشه درپیتها هم براش تبلیغ میکنن #دزد,neg
وااااي مردم از خنده...سر صبحي شادم كردي,pos
همون ۴ سال پیش باید تموم می‌کردن کارو. اون پالاسیوی احمق. کابوس بود.,neg
#وطن_فروش #خائن #نوکرروسیه #نوکرانگلیس #چریکی,neg
خودمم دقیق نمیدونم والا گفت خواستگار اومده واسه ش فرداش حلقه دستش کردن سه هفته بعدشم بهم پی ام داد که تصمیمش قطعیه میخواد ازدواج کنه حالا قبل و وسطش چی شد که انقدر سریع پیش رفت رو خودمم در عجبم,med
"New post in ایران تایمز: کارلوس کی روش در مصاحبه با خبرگزاری رویترز:مطمئن هستم که بهترین خواهیم بود کی‌ روش: واقعا اگر با من مشکل دارند، می‌توانند مرا کنار بگذارند و مربی را انتخاب کنند که با آنها هماهنگی بیشتری دارد. هواداران ایرانی یک جام جهانی دید… http:// ift.tt/2kgvWnu",med
"تو سراشیبی بلوار کاوه و ترافیک زدن به یه گربه، تقلا میکرد، ایستادیم تا نجاتش بدیم، غصه م از مرگش و خون کف خیابون نیست، غصه م از مردمیه که حتی توان تحمل یه ترمز ندارن و بوق ممتد میزنن تا یکی که داره جون یه حیوون زخمی درحال مرگ و نجات میده عصبی نشه، اینجا #ایران مهد #تمدن",neg
-نوشته به #زلزله زدگان مناطق #سنی_نشین کمک نمیکنند عوضش برید به فلسطین کمک کنید! +خب #مزدور با نشر اکاذیب میخوای دعوای #شیعه_و_سنی بندازی چرا اسم کشوری رو میاری که سنی مذهب هست؟ #بی_شرف,neg
"کمی که بگذره و فشارها بیشتر بشه که میشه مردم متحدتر میشن. مخصوصا نباید از قشر مذهبی غافل شد. من خودم تو قلبشونم. اونا واقعیت رو می‌دونن ولی جرات پذیرفتن ندارن. رو اینا کار کنیم، چون نظام پشتش به اینا گرمه. #IranRegimeChange",pos
فرشادی قهرمان جمعش کرد.,pos
موجودات خیالی و ترسناک کلیسای جامع نوتردام https:// tourstravels.ir/%d9%85%d9%88%d 8%ac%d9%88%d8%af%d8%a7%d8%aa-%d8%ae%db%8c%d8%a7%d9%84%db%8c-%d9%88-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9-%da%a9%d9%84%db%8c%d8%b3%d8%a7%db%8c-%d8%ac%d8%a7%d9%85%d8%b9-%d9%86%d9%88%d8%aa/ …,neg
والله این حرف جای سوگ‌واری داره,neg
مشکل امروز این نیست که کسی حس به براشفتن و قیام و همبستگی نداره مشکل عمده اینه که سالهاست نمادی از قیام برای مردم ساختن که بارز ترین مشخصه اش رو مظلومیتش گذاشتن.نمادی که در عین شجاعت بزرگترین توسری خور تاریخ محسوب میشه.یعنی شجاع و یاغی کشته میشه.بهش فکر کردین؟؟؟؟ #براندازم,neg
نفر اول قطعا @betaguy12 که وضع رو کسشر کنیم #خایه_مال,neg
"چه حس خوبیه این عکسهای رومانتیک اینستا رو میبینی بعد خاطره‌های مشابه داری: عه! ما این کار رو کردیم، عه! اونجا بودیم، عه! عین خودمون #خوشبختی",pos
خودت طوفانی و کولاک کردی قهرمان ما هرگز تورا فراموش نمیکنیم و از حمایت تو خسته نخواهیم شد. برای آزادی تو تاج گل خواهیم آورد pic.twitter.com/k0qXZKTVBJ,pos
با حقوقی که از بیت المال مفت گرفتی ورفتی دانشگاه چندتا چادر میشد تو کرمانشاه زد؟ چندتا کانکس میشد زد؟ (گزارش جایی رو‌نمیخواد اینو همه میدونن. از بیت المالی خوردی که سهم‌منم بوده. راضی نیستم. #حرومت_باشه,neg
بر لبت بوسه زنم قصدم زندگی باشد ات اگر میشوی نا خشنود زمن مرگ بر من با بوسه ی بی تمیزم!,pos
"آقام، #علیرضاقربانی ، آلبوم #فروغ رو با چه سوزی خونده... #دست_مریزاد",pos
همسایه های یهودی ما که همه سالم و سرحالند . و مشغول کار کاسبی. #اصفهان https:// twitter.com/ManotoNews/sta tus/937636208385101825 …,pos
بله اونم من بودم,med
راستي جان ادميزاد سيري چند؟ فصل حراج است اين فصل... #سارو_قهرمانی #سيناقنبری #سانچی_غرق‌_شد #معدن #پلاسکو #زلزله,neg
حتی دیده شده به لباس زنانه هم درآمده اند #بیشرف #وطن_فروش,neg
باتوجه به عدم فعالیت برخی صنوف و همکاران بدلیل شرایط اقتصادی و نوسانات نرخ ارز مجموعه ورق فنری بُهلر با عنایت به رسالت خود مبنی بر داشتن تعهد نسبت صنعتگران و خریداران گرامی و نیز داشتن موجودی انبار انواع مقاطع فولادی کمافی السابق به فعالیت خود ادامه می دهد. @bohlerco,med
من بیشتر طرفدار کمپ گروهیم اینا برام زیادی ترسناک و ماجراجویانه‌س :))),pos
سپاس خییییلی زیااااد,pos
- انقدر #بی_حجابی کردین که وضع ایران اینه. +بابا کونمونم لخت کنیم این وضع نمیشه.,neg
"معمر قذافی،پیش از فروریختن آخرین ستون دیکتاتوری ۴۲ ساله لیبی،از لحظه سقوط طرابلس و گریختن به شهر سرت، تا سقوط سرت و دقایق جان باختن به دست انقلابیون در محله «بوهادی»، شکستن خود را در درون خود شاهد بود وطعم تلخ تحقیر را در فرار روزانه می‌چشید.این عاقبت همه دیکتاتورهاست #حقیر_تویی",neg
من را بگذار عشق زمین گیر کند این زخم سراسیمه مرا پیر کند ...,neg
"در هر صورت علاقه اي به ديدنش نداشتم اونجا، ولي خوب هايدگر هم طرفدار نازي بود، اما چيزي از بزرگيش رو كم نكرد. اين خاصيت انسانه، پر از اشتباه و در عين حال بزرگ",pos
خاک بر سر گوسالت کنم که اینقد احمقی به مونتاژ کادیلاک هم افتخار میکنی آمریکا آپولو رو ماه میشونده عقب مونده,neg
اخ آقا چند شما آقایی,pos
ما فردا املت داریم به نیت امام حسین پس فردام لازانیا داریم به نیت امام حسن خدایااا من و گاو کن بسه اینقد خرافات. pic.twitter.com/DTRguZTYhg,neg
ولی شما فوق حیوانی دمت گرم,pos
"منظور این بود:اگر من برای شما آرزوی خوشحالی کنم اون حس خوب فقط ب نفع خودم تموم میشه و چیزی در زندگی شما تغییر نمیکنه، مگر اینکه خودتون انرژی مثبت بفرستید",pos
عهههه جددددی؟ زشته؟ بی شرمانه ست ؟ برای شما اوکی برای ما زشته؟ بچشید طعم کثافت کاری سلبریتی احمق را که در حق اون پدر مادر مظلوم داغدیده کرده! مهناز افشارِ #بیشرف,neg
حالا چرا شعور نداشته‌ات رو با برچسب زدن نشون میدی؟ من از مکتوب و هم ‌باندی‌هاشم زیاد فحشم میخورم چون رای دادم و خیلی مواردم باهاشون هم ‌ عقیده نیستم ولی اینجا خواستم نشون بدم برخلاف ادعات ذره‌ای شعور و اخلاق نداری و اتفاقا به خیلی از کسایی که مسخره‌شون میکنی بسیار شبیهی. روز خوش,neg
پروردگارا : خود را تقدیم تو میدارم . با من کن و از من ساز آنچه خود اراده کنی . از اسارت نفس رهایم کن تا انجام اراده ات را بهتر توانم . مشکلاتم رابگیر تا پیروزی برآنها شاهدی باشد برای کسانی که با قدرت تو یاریشان خواهم کرد . باشد که همیشه بر اراده ات گردن نهم .,pos
"مشتی مزدور، که در ازای پول مادر خودشان را هم خواهند فروخت چه برسه به بقیه! احمق ها حتی سواد و استعداد دروغ سازی هم ندارن ! خزعبلاتی سراسیمه و دستوری پخش می کنند، عرزشی ها هم کف و سوت میززند، در حالیکه خودشان هم می دانند با وقاحت کامل دروغ می گویند",neg
حالا همه‌ی گفتگو‌ها هم به جدل ختم نمی‌شه :)) بهرحال زنده باشید منم امیدوارم خوشبخت و سلامت باشید همیشه,pos
همیشه اونا که میگن 2+2 میشه 5 با افتخار میگن من درست میگم . ولی اونا که درستشو بلدن هیچ وقت انقدر ادعاشون نمیشه و نمیگن . اگه خوشت اومد لایک کن . #عقل #عاقل #ادعا #دانش #دانشمند #ریاضی #هوش #مغز #دلار,pos
یا پنش‌تن,neg
"خیلی جالبه.دوستم همیشه از علاقمندیش به هوش مصنوعی واسم میگه ولی زیاد درکش نمیکردم ولی الان که شما گفتید، الان میفهمم دوستم چی میگفت. سپاس فراوان",pos
دوست‌داشتنی انگار بهتر از عزیز است . عزیز ‌یک‌جوری معلوم نیست که دقیقا یعنی چی اما دوست‌داشتنی کاملا معلوم است. حتی من فکر می‌کنم آدم‌های دوست‌داشتنی حتما عزیز هم هستند اما آدم‌های عزیز کاملا دوست‌داشتنی نیستند. #آکواریوم,pos
دمت گرم که اطلاعات دادی بیام ببینم به چه نتیجه‌ای می‌رسیم,pos
"من نه #برانداز ام نه #ارزشی .من #اصلاحطلب و حامی #اصلاحات ام. #ایران وطن من است وبرای سربلندی کشورم از هیچ تلاشی دریغ نمیکنم.اگر انتقاد میکنم دلسوزم،اگر اعتراض میکنم نگرانم،اگر مطالبه میکنم ایرانی‌ام! من هواخواهِ منشِ #خاتمی و دلبسته‌ی مسلکِ #میرحسین و حامیِ رییس‌جمهور #روحانی ام.",pos
"""منم یه گربه نسبتا خنگ و در واقع حرف گوش نده داشتم و همیشه از ترس افتادنش از طبقه دوم فکرای مختلف میومد سراغم",neg
خو ینی موافقم دیگهههه #dafBAMA2018EXO @weareoneEXO,pos
بستن شدن در ها گرچه دلگیر است شیر پا در بند همچنان شیر است حمله حمله حمله حمله حمله #پرسپولیس_ قهرمان _ایران pic.twitter.com/SgOkTPMPGD,neg
خطر در آبِ زیرِ کاه بیش از بحر می‌باشد من از همواریِ این خلقِ ناهموار می‌ترسم #صائب #ترس #ژانر,neg
"نخوردم تا به حال ولی تو کتاب علوم عکسشو دیدم قبلا، بدمزه بود",neg
#رهبرم_سرت_سلامت ❤,pos
"آقااا! اینجایی که اقامت گزیدیم علاوه بر اینکه چسبیده به دریا و ساحل اختصاصی داره، زمین والیبال و بسکتبال و دوچرخه سواری و موتورسواری، دستگاه ورزشی و پارک و میز پینگ پنگ و بیلیارد و استخر و چند تا رستوران و کافی شاپ داره! همش داخل مجموعه من دیگه برنمیگردم تهران! #ذوق_مرگ",pos
"یادمه صبح زود که توییتر رو چک کردم همه جا اخبار جنگ بود، تهران رو زده بودن، بعدش رفتم سر یه امتحانی، تمام مدت فکرم مشغول بود که چرا تو قیافه‌ی هیچ کس وحشت نیست. حالا که فکرش رو می‌کنم می‌بینم صبح اصلا اینترنت نداشتم. خواب دیدم گویا",neg
میخواهند مردم کوردستان را ساکت کنند میخواهند زهر چشم بگیرند بهرقیمت میخواهند مردم کورد اعتصا ب را رها کنند پس را ه کار اعدام #رامین_حسین_پناهی شد باهشتگ‌‌ #RaminHosseinPanahi لطفادرتویتهای خودمراجع بین المللی راحتما تگ کنید @UNHumanRights ‌ @amnestyusa @amnesty @AmnestyIran pic.twitter.com/r5LaQU5xH0,neg
پسر شجاع چرا عکس خودتو نمیذاری؟ #موش,neg
ميلاد اسوه صبر و نجابت امام حسن مجتبى عليه السلام مبارك خداوندا در اين روز طاعت بندگان خاشع و خاضع خود را نصيب من گردان و شرح صدر مردان فروتن خدا ترس را به من عطا فرما به حق امان بخشى خود اى ايمنى دل هاى ترسان .,pos
@bahooshtarinshaertatalitty836 خدا از برادري كمت نكنه,pos
"ملتی هستیم که بیشتر از اینکه دوست داریم دروغ بگیم ، عاشق اينيم که دروغ بشنويم #متاسفانه",neg
"بعد از چند ساعت(ممکنه چند روز) قند نخوردن ، منبع تامین انرژی بدن از قند تبدیل به کتون (چربی) میشه . همونقدر انرژی و سرحالی .",pos
گاهی نباید #دلتنگ شد...,neg
من از نزدیک شدنای یهویی میترسم . احتمالا طرف میخواد جر بده,neg
نقش مسی در جنجال بزرگ خط حمله آرژانتین http:// bit.ly/2s1bZSK pic.twitter.com/8dlJb2uY3A,med
"کودن هر چه قدر هم قیمت تمام شده برق نیروگاه بوشهر کم باشه به میلیاردها دلار ضرر اقتصادیش نمی ارزه.خری یا خودت رو زدی به خریت؟اینهمه کویر تو این کشور هست که میشه نیروگاه خورشیدی و بادی زد،اونموقع تو احمق فقط فکر ۷۰۰-۸۰۰مگاوات برق یه نیروگاهی هستی که دهها م",neg
واقعا!!!! تهوع آور میشه!!!!,neg
شما به چی مینازی؟شرف نداشته؟ #خائن #مزدور,neg
وای که چقدر عصبانیم .... https://www. facebook.com/fara.liberty/p osts/10155562975005665 …,neg
"اینا باز همش مراسمای شاد بودن، الآن تا ازین عزاداری در نیومدیم، میریم تو اون یکی عزاداری، بعضی ازین عزاداریا واقعن نیازی بهشون نیس، مثه رحلت امام، واقعن این شخصو با ائمه دارید مقایسه میکنید شما کصخلا، همینه حناتون پیش مردم رنگی نداره، #چاقال",neg
"#پسرحداد و باباش نياز به تخريب ندارند، خودشونو سالهاست خراب كردند توهم زدند و خودشونو #ولي ميدونند #پررو",neg
حمله جنایتکارانه اسد به مردم بی دفاع و زنان و کودکان البته اسد جنایتکار این کارها را به پشت گرمی اربابش یعنی خامنه ای انجام میدهد خامنه ای وقیح و جنایت کار باز هم میگوید ما به خاطر دفاع از حرم در سوریه هستیم #برانداز https:// twitter.com/Maryam_Rajavi_ P/status/983014202997698562 …,neg
همه#ZarifIsALiar دیوانه ها عاقل شدن همه دشمن ها دست دوستی دادن اما مسئولین ج ا روزی نیست کشوری رو به لیست دشمنان ما اضافه نکنند رهبران دو کره در دهکده دوستی درختی رابرای نماددوستی دو کشورکاشتند دست دوستی دادند تا شیش ماه پیش نزدیک به جنگ بودند کشورهای دوست ج ا همه درگیر جنگ هستند pic.twitter.com/R05sHnGWkq,neg
وقتی حرف نمیزنم برای چی آنفالو میکنید....من قلبم درد میگیرد کسکش ها,neg
حقیقتا خوشا به سعادتت من با عجز و التماس پنکه گرفتم امشب,pos
"من‌که یه واقعیت رو به شوخی گفتم، همین. حالا یسری از بزرگواران نمی‌خوان قبول کنن، قطعا نه با این شدت و همیشه ولی گاها اینطوری هست",neg
حالا ما هیچی ولی #بقایی یه چیزهایی در مورد #اژه ای گفت... هنوز هم رفقای قدیمی هم رو بیشتر میشناسن #دروغگو,neg
"یه چیز بگم؟ نه ترامپ به شما ترامپیستها توجه می‌کنه نه جمهوری اسلامی به پشتگرمی ضد ترامپ‌ها نیاز داره. اون دوتا چه با هم بجنگند چه قدم بزنند، ما مثل پرچین‌های سر راهیم.",neg
قشنگ مهرداد زدی توپ و سرحالی :)),pos
میترسم نتونم تحمل کنم خودمو.,neg
"ورشکستگی و برآشفتگی آخوند روحانی در واکنش به استراتژی جدید آمریکا و شکست برجام، کین توزی علیه مجاهدین https://www. mojahedin.org/news/207148/%D 9%88%D8%B1%D8%B4%DA%A9%D8%B3%D8%AA%DA%AF%DB%8C-%D9%88-%D8%A8%D8%B1%D8%A2%D8%B4%D9%81%D8%AA%DA%AF%DB%8C-%D8%A2%D8%AE%D9%88%D9%86%D8%AF-%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1-%D9%88%D8%A7%DA%A9%D9%86%D8%B4-%D8%A8%D9%87-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%DA%98%DB%8C-%D8%AC%D8%AF%DB%8C%D8%AF-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D9%88-%D8%B4%DA%A9%D8%B3%D8%AA-%D8%A8%D8%B1%D8%AC%D8%A7%D9%85-%DA%A9%DB%8C%D9%86-%D8%AA%D9%88%D8%B2%DB%8C-%D8%B9%D9%84%DB%8C%D9%87-%D9%85%D8%AC%D8%A7%D9%87%D8%AF%DB%8C%D9%86 …",med
"چهار چیز چشم را قوی می کند. نگاه کردن به آب جاری، زن زیبا، نشستن پیشروی مردان نیک، سرمه کردن هنگام خواب.",med
در زمینه هشتگ #metoo فقط عرض کنم به شخصه احترام فراوانی قائلم برای انسان هایی که با خودشون کلی کلنجار رفتن تا خاطره ای دردناک رو از قعر چاه خاطرات متروکشون بالا بکشن به امید اینکه یه انسان دیگه شاید این درد رو تجربه نکنه در آینده,pos
"نصف شب میرم در خونه مدیر پردیس کوروش با بیل میزنم در خونشون رو از جا در میارم دادو بیداد رامیندازم، وقتی با شلوارک وحشت زده امد گفت چه خبره چی شده !؟ بش میگم اینا مانند دوربین مخفی های ترسناک بر پایه غافلگیری است و در دنیا مرسومه این کار اصلا منفی نیست ببینم چی میگه اونوقت",neg
از زیبایی کار اینو بگم که صبحانه سرشیر گاومیش داریم و میتونم تلعلو همه فصولو سالو ببینم . #دلخوشی,pos
مسئول کشتار بیرحمانه ی دی ماه و اعتراضات اخیر شخص رهبر ومجموعه ی تحت امرش یعنی سپاه هستن. روحانی در بهترین فرض ممکن منتخب دست بسته ی مردمه که سپاه قصد سیاه کردن چهره ش رو داره و موفق هم شده. البته خودشم یه احمق تمام عیاره که از ترس جرأت نداره حقایق رو برملا کنه,neg
"واقعا دیگه حوصله غر غر ها و خاله زنک بازی های مادر بزرگم رو ندارم! ول کن تورو خدا ، بیکاری؟؟ ب درک ک بچه فلانی چیکار کرده و چی گفته. متنفرم از این کارا. پشت سر حرف زدن و دخالت و قضاوت",neg
"ما از وقتی نگین دو سال و نیمه شد و الان هم کیمیا، داریم تو موقعیتهای مختلف بهشون میگیم هیچ کسی حق نداره دست به بدنشون بزنه جز مامانشون اونم اگر درد یا بیماری داشته باشن. هر کس دست زد جیغ بزنن. همچنین درباره خوش و بش کردن یه غریبه تو خیابون میگیم با غریبه اصلا حرف نزنن",med
"احمق بگو آب استریل یا مقطر ، یه نفر میره با آب شهر تخمی شما که نمایشگاه باکتری هاست سرم درست میکنه و جون خودش یا فرد دیگه ای رو به خطر میندازه . بیشرف.... #بیشرف",neg
"وقتی میگیم ایران رو گروگان گرفتن بخاطر همین حرکات هستش تو کجای دنیا داخل پارلمان یک کشور پرچم یک کشور دیگه رو آتش میزنن ،جز این هستش که از این تنش همین آقا زاده ها و دو تابعتی ها بیش‌ترین سود رو میبرن #برجام #ما_گروگانیم",neg
یعنی میخایید بگید اقازاده نیس؟ منبع لطفا از وقتی این خبر پخش شد اقازاده بودن متجاوز هم روش بود مگه اینکه بعد از رسوایی ارتباط فامیلی قطع شده باشه,neg
#وطن_فروش ی و خیانت به ایران از ویژگی‌های برجسته‌ی آن پیر سفرکرده بود! #امام #آیت‌الله_خمینی #خائن به #ایران #خلیج_فارس,neg
هر سال صدای پای بهار را طبیعت می شنود و امسال صرای پای بهار آزادی را #ایران زمین می شنود که در راه است درود بر خانم #مريم_رجوي که حق مردم ایران را فریاد می زنند #FreeIran2018 #IranProtests,pos
اگر قراره با دزدی و جاسوسی و رشوه و ترور یک دولت مبتکر ترین باشه ما خرسند خواهیم بود که ایران جز اخرین هاست #اسرائیل_حرامزاده,neg
قیام کازرون پیشروی جنبشهای اجتماعی و استمرار قیام دیماه ۹۶ https:// fa.iranfreedom.org/?p=10309 #براندازیم #برانداز #Iran #Trump #تحریمTranslate Tweet,med
یه حسی میگه امشب ازون شباس که یه کابوس کریپی بد میبینم شامل جزغاله شدن کبوتر و گاو و گوسفند و مرغ خروسای آویزون از بند تزیینی تولدی که تو یه سرسرای بزرگ نصب شده و تا کمر توی حجم وسیعی خون وایسادم و یه سری تیکه های بریده ی بدن روی خون موج میخورم. #کابوس,neg
می‌بوسمش و مرگ پر هیبِ آن پرنده‌ی عاشقست لرزان بر آبگیر امّا همین که چشم بچرخاند بر شاخه نیست. او رفته است آن خوابگرد با بوسه‌هایش سرد. تنها ردِ صدایش برجای مانده‌است آن دانه‌های سرخِ انار بر برف. پرسفونه/ حسن عالیزاده,neg
دارم به چند ماه گذشته فکر میکنم! چه ماجراهایی پیش اومد! انگار تموم شد! #آرامش,pos
جالبه زده امیدوارم دروغ باشه . یعنی حتی نرفته تحقیق کنه مطمئن بشه. راست میگی صبر میکردی کامل معلوم شه بعد شروع به وراجی میکردی #بیشرف,neg
یه تماما خوشبخت و یه نسبتا بدبخت اون طرف :))))),pos
من همیشه به این فکر می کردم که این کاغذه برای چیه این تو!! ممنون به یکی از سوالای ذهنی من پاسخ دادی https:// twitter.com/persianngirlll /status/1002232581142863873 …,pos
متاسفانه وقتی معتمد آریا ممنوع التصویر بشه مهناز افشار برجسته میشه وقتی امثال وثوق و بك مام وردی كار نكنن و از دنیا برن پرستویی برجسته میشه خودمون بیشه رو از شیر خالی كردیم حالا تو عرصه هنر بعد از پیر شدن پنج تن این هنرمندان پول دوست شدن نماد جامعه,neg
مردتیکه احمق ! فکر کرده با بچه طرفه میگه خواستگار برات پیدا کردم تو پول منو بده من عمرا با اشنا و دوست تو وصلت کنم ! یکی لنگه خودت!,neg
جرات داري در مورد فساد حرف بزن. #چاقال,neg
"یه روز امام هادی و همسر گرامی دس تو دس داشتن راه میرفتن یهو یه سیم لخت از بالا میفته رو امام ، همسرشون جا در جا فوت میکنه",neg
"وطن مثل مادر انسان ها می باشد، برای همین که اگر کسی به آن تجاوز کنه،وطن دوستان به پایش خون می دهند!! شما اگر با خانم والده ات شوخی داری اونم از نوع #تغییر_کاربری جهت #افزایش_درآمد ؛شخصی باشه خود دانی! ولی حق نداری آنرا به مام وطن تعمیم دهی!! #بی_غیرت #وکی",neg
"نبی، امام، ولی فقیه وظیفه هدایت و رشد جامعه رو بر عهده دارن، با رهبران دنیای مدرن و گیم های جنگی اشتباه نگیرید. وقتی ‌پای اصل دین وسط باشه صلح یا جنگ هرکدوم یه تاکتیک بقاست. کلش بازی نمی‌کردن که پیروزی صرفا با فتح قلعه‌ها به دست بیاد.",pos
ممنون كه منو آگاه كردي ^_^ :))),pos
"بله بله، ما مزدوریم، شاه هم خائن بود. آخوندهایی هم که از 40 سال پیش به قبل ایران رو قبول ندارن و از حمله اعراب با افتخار صحبت میکنن هم دوستدار ایران و این خاک هستن. شما عده ای فریب خورده بی گناه هستید. به موقعش به اشتباهات امروزتون پی میبرید.",neg
خیلی نفهمی #اوباما #obama #barack #نفهم,neg
علم‌الهدی: تصویب #CFT حرکت به سمت #خود_تحریمی بود/ #FATF یعنی #سپاه_قدس از ارتباطات مالی حذف شود. پ.ن۱: دشمن به این اندازه نمی‌تواند سپاه را به #ترورریسم و #پولشویی متهم کند. پ.ن۲: لابد #خلیل_موحد که از #ولایت_رهبری صرفنظر کرده مولای جدید را یافته #فرقه_م,neg
به یه چیز حال خوب کن یا تغییردهنده مود نیازمندم و جز خواب مورد دیگه‌ای به ذهنم نمیرسه,pos
گفتم یه یادی هم بکنم از پسر #کفاشیان #حرومزاده,neg
من حدود سه بار در روز قرص میخورم برا معدم و باید تو فاصله دو قرصم میوه و غذا بخورم دیروز مامانم با ترس زنگ زده ویدا تو دانشگاه چکار کردی کلی اذیت شدی؟ دیدی‌ نمیتونی دربست کن بیا خونه به معدت فشار نیاد بعد میگن باید به اعتقاد همه احترام گذاشت چقدر احترام,neg
چیزی بهتر نجوم هم باعث بهتر شدن حال آدما میشه؟ #آرامش #ستاره,pos
دست اقاست. مقداری در حساب خارجه اقازاده ها مقداری درجیب امامان جمعه و جماعات تا مجیز اقا رو فراموش نکنن بقیه ش در جنگ یمن و سوریه خرج سرافرازی اقا شد ته تهاش دارودسته دالتونها و روحانی بلعیدن,neg
"يه خواستگار داشتم خواهر زادش دندونپزشك بود،يكي از دلايلي كه گفتم نه همين وجود خواهر زاده بود به هرحال اون و زنداييش رو صندلي دندون پزشكي تنها ميشن",neg
هر جا میری میبینی ملت دارن درباره هم شر و ور تفت میدن. خودت حالا چه گهی هستی ک فک کردی میتونی درباره دیگران نظر بدی #تخمی,neg
"یکی از اسامی خدا جابر ه ... جابر تو کلام عربی به چندتا معناست اون معنی که بیشتر به درد تو می خوره اینجا ، معنای شکسته بنده ... خدا خودش جبران می کنه 70 مرتبه ذکر یا جابر رو با خلوص بگو ....",pos
درست مثل چند سال پیش ما هواداران استقلال که ساده دلانه با بمب‌هایی که شوالیه در حقیقت خانه خودمان را با آن ویران میکرد دچار توهم فتح و پیروزی بودیم درست مثل زمانی که مربی پر شائبه را تا حد خدایی بالا برده بودیم,neg
"""ميخوام بدم رو سنگ قبرم بنويسن حتي اونى نبود كه خودش فكر ميكرد"""" #مرگ #آرزو #جوان""""""",neg
"و تامین معاش خانواده کوچک و کمسالم! ناچارم دوجا کارکنم!و هرروز هم طعم تلخ بی‌پولی ‌وانواع تحقیرهای ناشی از آن واحساس خشم بخاطرعدم امکان برای اشتغال در زمینه مرتبط با درسی که خواندم و همینطور فجایعی که روزانه وطن ویرانم را یک گام دیگر به سمت نابودی هدایت میکنند! در نهایت،نا‌امیدی",neg
ستاره های گمشده هر شب من هزار هزار اما همیشگی تویی ستاره ی دنباله دار یکی نمونده از هزار #ابی #عشق,pos
قطع این استمرار به خودی خود مشکل آفرین شده در طول تاریخ. فاجعه بی مانند امروز اینست که این حکومت در جهت تکذیب و حذف آن بنیاد و شالوده حرکت کرده و باعث این هرج و مرج و نا به سامانی شده.,neg
